disease	mesh_id
amelogenesis imperfecta, type ig	204690
amelogenesis imperfecta, type ih	616221
amelogenesis imperfecta, type iii	C562880
amelogenesis imperfecta, type ij	617297
amelogenesis imperfecta, type iv	C566293
ameloonychohypohidrotic syndrome	C538245
amino acid metabolism, inborn errors	D000592
amino acid transport disorders, inborn	D020157
amino aciduria with mental deficiency, dwarfism, muscular dystrophy, osteoporosis, and acidosis	C565960
aminoacylase 1 deficiency	C538246
amish infantile epilepsy syndrome	C563799
amish lethal microcephaly	C538247
amnesia, anterograde	D020324
amnesia, retrograde	D000648
amnesia, transient global	D020236
amniotic band sequence	C531614
amniotic band syndrome	D000652
amobarbital, deficient n-hydroxylation of	C565959
amoebiasis due to entamoeba histolytica	C531613
amoebic dysentery due to entamoeba histolytica	C539067
amoebic gill disease	C000654764
amphetamine-related disorders	D019969
amputation, congenital	C565682
amputation, traumatic	D000673
amr syndrome	C565965
amyloid angiopathy	C538248
amyloid neuropathies	D017772
amyloid neuropathies, familial	D028227
amyloid neuropathies, primary (nonfamilial)	C531615
amyloidosis, cerebral, with spongiform encephalopathy	C535800
amyloidosis, cerebroarterial, app-related	C537944
amyloidosis, cutaneous bullous	C562644
amyloidosis, familial	D028226
amyloidosis, familial visceral	C538249
amyloidosis, hereditary, transthyretin-related	C567782
amyloidosis ix	C562643
amyloidosis of gingiva and conjunctiva, with mental retardation	C565958
amyloidosis, primary cutaneous	C562642
amyopathic dermatomyositis	C538250
amyotrophic dystonic paraplegia	C566292
amyotrophic lateral sclerosis 1	C531617
amyotrophic lateral sclerosis 10	C567429
amyotrophic lateral sclerosis 11	C567244
amyotrophic lateral sclerosis 12	613435
amyotrophic lateral sclerosis 14 with or without frontotemporal dementia	613954
amyotrophic lateral sclerosis 15 with or without frontotemporal dementia	300857
amyotrophic lateral sclerosis 16, juvenile	614373
amyotrophic lateral sclerosis 17	614696
amyotrophic lateral sclerosis 18	614808
amyotrophic lateral sclerosis 19	615515
amyotrophic lateral sclerosis 20	615426
amyotrophic lateral sclerosis 22 with or without frontotemporal dementia	616208
amyotrophic lateral sclerosis 2, juvenile	C565957
amyotrophic lateral sclerosis 3	C564688
amyotrophic lateral sclerosis 4, juvenile	C566550
amyotrophic lateral sclerosis 5	C566576
amyotrophic lateral sclerosis 6, autosomal recessive	C567699
amyotrophic lateral sclerosis 7	C564300
amyotrophic lateral sclerosis 8	C563895
amyotrophic lateral sclerosis 9	C567499
amyotrophic lateral sclerosis, autosomal recessive	C566290
amyotrophic lateral sclerosis, chmp2b-related	C563708
amyotrophic lateral sclerosis, juvenile, with dementia	C565956
amyotrophic lateral sclerosis-parkinsonism/dementia complex 1	105500
amyotrophic lateral sclerosis, type 6	C538251
amyotrophic lateral sclerosis with polyglucosan bodies	C565955
amyotrophy, monomelic	C538253
anal atresia, hypospadias, and penoscrotal inversion	C566526
anal canal carcinoma	C563020
anal gland neoplasms	D000694
anal sphincter dysplasia	C538254
anal sphincter myopathy, internal	C566287
anaplasia	D000708
anaplasmataceae infections	D000711
anaplasmosis	D000712
anaplastic small cell lymphoma	C538255
anastomotic leak	D057868
anauxetic dysplasia	C538256
ancylostoma duodenale infection	C538433
ancylostomiasis	D000724
andersen syndrome	D050030
androblastoma of ovary	C537588
androgen-insensitivity syndrome	D013734
androgen insensitivity syndrome due to coactivator deficiency	C564545
anemia, aplastic	D000741
anemia, congenital hypoplastic, with multiple congenital anomalies-mental retardation syndrome	C565796
anemia, diamond-blackfan	D029503
anemia, diamond-blackfan, 2	C536130
anemia, diamond-blackfan, 3	C536355
anemia, dyserythropoietic, congenital	D000742
anemia, hemolytic	D000743
anemia, hemolytic, autoimmune	D000744
anemia, hemolytic, congenital	D000745
anemia, hemolytic, congenital nonspherocytic	D000746
anemia, hereditary spherocytic hemolytic	C536356
anemia, hypochromic	D000747
anemia, hypochromic microcytic	C536357
anemia, hypochromic microcytic, with iron overload	C567144
anemia, hypoplastic, congenital	D029502
anemia, iron-deficiency	D018798
anemia, macrocytic	D000748
anemia, megaloblastic	D000749
anemia, myelophthisic	D000750
anemia, neonatal	D000751
anemia, nonspherocytic hemolytic, associated with abnormality of red cell membrane	C565953
anemia, nonspherocytic hemolytic, due to g6pd deficiency	C567533
anemia, nonspherocytic hemolytic, due to g6pd deficiency	300908
anemia, nonspherocytic hemolytic, possibly due to defect in porphyrin metabolism	C565952
anemia, pernicious	D000752
anemia, refractory	D000753
anemia, refractory, with excess of blasts	D000754
anemia, sickle cell	D000755
anemia, sideroblastic	D000756
anemia, sideroblastic, autosomal dominant	C567160
anemia, sideroblastic, pyridoxine-refractory, autosomal recessive	C567145
anemia, sideroblastic, pyridoxine-responsive, autosomal recessive	C565954
anemia, sideroblastic spinocerebellar ataxia	C536358
anemia, x-linked, with or without neutropenia and/or platelet abnormalities	300835
anemia, x-linked, without thrombocytopenia	C564429
anencephaly	D000757
anencephaly and spina bifida x-linked	C536359
anetoderma	D057088
aneuploidy	D000782
aneurysm	D000783
aneurysm, dissecting	D000784
aneurysm, false	D017541
aneurysm, infected	D000785
aneurysm, intracranial berry, 1	C566284
aneurysm, intracranial berry, 10	C567237
aneurysm, intracranial berry, 2	C536360
aneurysm, intracranial berry, 3	C563792
aneurysm, intracranial berry, 4	C565700
aneurysm, intracranial berry, 5	C563670
aneurysm, intracranial berry, 6	C567500
aneurysm, intracranial berry, 7	C567406
aneurysm, intracranial berry, 8	C567405
aneurysm, intracranial berry, 9	C567238
aneurysm of interventricular septum	C563239
aneurysm, ruptured	D017542
angelman syndrome	D017204
angel shaped phalangoepiphyseal dysplasia	C536361
angina pectoris	D000787
angina pectoris, variant	D000788
angina, stable	D060050
angina, unstable	D000789
angiodysplasia	D016888
angioedema induced by ace inhibitors, susceptibility to	300909
angioedemas, hereditary	D054179
angiofibroma	D018322
angiofollicular ganglionic hyperplasia	C536362
angioid streaks	D000793
angiokeratoma	D000794
angiokeratoma corporis diffusum with arteriovenous fistulas	C563940
angiolipoma	D018206
angiolipomatosis, familial	C565951
angiolymphoid hyperplasia with eosinophilia	D000796
angioma hereditary neurocutaneous	C536364
angioma serpiginosum, autosomal dominant	C536365
angioma serpiginosum, x-linked	C536366
angiomatosis	D000798
angiomatosis, bacillary	D016917
angiomatosis, diffuse corticomeningeal, of divry and van bogaert	C536367
angiomyolipoma	D018207
angiomyoma	D018229
angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps	C567088
angiosarcoma of the breast	C536368
angiostrongyliasis	C536369
anhedonia	D059445
anhidrosis, isolated, with normal sweat glands	106190
animal diseases	D000820
aniridia	D015783
aniridia and absent patella	C566281
aniridia cerebellar ataxia mental deficiency	C536370
aniridia, microcornea, and spontaneously reabsorbed cataract	C566280
aniridia, partial, with unilateral renal agenesis and psychomotor retardation	C000632444
aniridia, type 2	C536372
anisakiasis	D017129
aniseikonia	D000839
anisocoria	D015875
anisomastia	C565299
anisometropia	D015858
ankle fractures	D064386
ankle injuries	D016512
ankyloblepharon filiforme adnatum	C536373
ankyloglossia	D000072676
ankylosis	D000844
annular erythema	C562461
annular pancreas	C536376
anodontia	D000848
anodontia of permanent dentition	C563203
anomalous left coronary artery	D000080038
anomia	D000849
anonychia congenita	C536377
anonychia-ectrodactyly	C566277
anonychia onychodystrophy	C536378
anonychia-onychodystrophy with brachydactyly type b and ectrodactyly	C536379
anonychia-onychodystrophy with hypoplasia or absence of distal phalanges	C537766
anonychia, total, with microcephaly	C564606
anonychia with flexural pigmentation	C566278
anophthalmia plus syndrome	C537767
anophthalmia with pulmonary hypoplasia	C537768
anophthalmos	D000853
anophthalmos with limb anomalies	C537769
anorchia	C537770
anorectal malformations	D000071056
anorexia	D000855
anovulation	D000858
ansell bywaters elderking syndrome	C537773
anterior capsular rupture, ocular	D057971
anterior compartment syndrome	D000868
anterior cruciate ligament injuries	D000070598
anterior polar cataract 2	C537774
anterior segment mesenchymal dysgenesis	C537775
anterior spinal artery stroke	C537776
anterior spinal artery syndrome	D020759
anterior wall myocardial infarction	D056988
anthracosilicosis	D000874
anthracosis	D055008
antibody deficiency due to defect in cd19	C566275
anticholinergic syndrome	D064807
anticipation, genetic	D020132
anti-glomerular basement membrane disease	D019867
anti-neutrophil cytoplasmic antibody-associated vasculitis	D056648
anti-n-methyl-d-aspartate receptor encephalitis	D060426
antiphospholipid syndrome	D016736
anti-plasmin deficiency, congenital	C537777
antisocial personality disorder	D000987
antisynthetase syndrome	C537778
antithrombin deficiency type 2	C537779
antithrombin, familial hemorrhagic diathesis due to	C565947
antley-bixler syndrome phenotype	D054882
antley-bixler syndrome with genital anomalies and disordered steroidogenesis	201750
antley-bixler syndrome without genital anomalies or disordered steroidogenesis	207410
anuria	D001002
anus diseases	D001004
anus, imperforate	D001006
anus neoplasms	D001005
anxiety, separation	D001010
aorta-pulmonary artery fistula	C537782
aortic aneurysm	D001014
aortic aneurysm, abdominal	D017544
aortic aneurysm, familial abdominal 1	C565230
aortic aneurysm, familial abdominal 2	C565229
aortic aneurysm, familial abdominal 3	C567501
aortic aneurysm, familial thoracic 1	C562834
aortic aneurysm, familial thoracic 10	617168
aortic aneurysm, familial thoracic 11, susceptibility to	617349
aortic aneurysm, familial thoracic 2	C564627
aortic aneurysm, familial thoracic 3	C537783
aortic aneurysm, familial thoracic 4	C537784
aortic aneurysm, familial thoracic 6	C567085
aortic aneurysm, familial thoracic 7	613780
aortic aneurysm, familial thoracic 8	615436
aortic aneurysm, familial thoracic 9	616166
aortic aneurysm, giant congenital	C565758
aortic aneurysm, thoracic	D017545
aortic arch anomaly with peculiar facies and mental retardation	C537785
aortic arch interruption, facial palsy, and retinal coloboma	C566271
aortic arch syndromes	D001015
aortic coarctation	D001017
aortic diseases	D001018
aortic rupture	D001019
aortic stenosis, subvalvular	D001020
aortic stenosis, supravalvular	D021921
aortic valve, calcification of	C562942
aortic valve disease 1	C563178
aortic valve disease 1	109730
aortic valve disease 2	614823
aortic valve insufficiency	D001022
aortic valve prolapse	D001023
aortic valve stenosis	D001024
aortitis	D001025
aorto-atrial tunnel	C000655384
aortopulmonary septal defect	D001028
ape diseases	D018420
aphakia	D001035
aphakia, congenital primary	C537786
aphakia, postcataract	D001036
aphalangia, partial, with syndactyly and duplication of metatarsal iv	C563942
aphalangia syndactyly microcephaly	C537787
aphasia	D001037
aphasia, broca	D001039
aphasia, conduction	D018886
aphasia, primary progressive	D018888
aphasia, wernicke	D001041
aphonia	D001044
aplasia cutis congenita, congenital heart defect, and frontonasal cysts	C566997
aplasia cutis congenita, high myopia, and cone-rod dysfunction	C563394
aplasia cutis congenita intestinal lymphangiectasia	C537788
aplasia cutis congenita of limbs recessive	C536840
aplasia cutis congenita with epibulbar dermoids	C563969
aplasia of extensor muscles of fingers, unilateral, with generalized polyneuropathy	C565945
aplasia of lacrimal and salivary glands	C562407
aplastic anemia, idiopathic	C538494
apolipoprotein c-iii deficiency	C566270
apolipoprotein e, deficiency or defect of	C566260
apparent mineralocorticoid excess	C537422
appendiceal neoplasms	D001063
appendicitis	D001064
apraxia, ideomotor	D020240
apraxia, oculomotor, cogan type	C537423
apraxias	D001072
aprosencephaly and cerebellar dysgenesis	C563331
apudoma	D001079
arachnodactyly	D054119
arachnodactyly ataxia cataract aminoaciduria mental retardation	C537424
arachnoid cysts	D016080
arachnoiditis	D001100
arakawa syndrome 2	C537426
arboleda-tham syndrome	616268
arbovirus infections	D001102
arcus senilis	D001112
aredyld syndrome	C537427
arena syndrome	C537428
arenaviridae infections	D001117
arene oxide detoxification defect	C565043
arginine-glycine amidinotransferase deficiency	C567192
argininosuccinic aciduria	D056807
argyria	D001129
arhinia, choanal atresia, and microphthalmia	C537429
arima syndrome	C537430
armfield x-linked mental retardation syndrome	C564551
arm injuries	D001134
arms, malformation of	C566258
arnold-chiari malformation	D001139
arnold stickler bourne syndrome	C537431
aromatase deficiency	C537436
aromatic amino acid decarboxylase deficiency	C537437
arrest of spermatogenesis	C536875
arrhenoblastoma--thyroid adenoma	C566256
arrhinia	C537438
arrhythmias, cardiac	D001145
arrhythmia, sinus	D001146
arrhythmogenic right ventricular dysplasia	D019571
arrhythmogenic right ventricular dysplasia, familial, 1	C566254
arrhythmogenic right ventricular dysplasia, familial, 10	C565707
arrhythmogenic right ventricular dysplasia, familial, 11	C566471
arrhythmogenic right ventricular dysplasia, familial, 12	C566925
arrhythmogenic right ventricular dysplasia, familial, 13	615616
