drugbank_id	category	uniprot_id	entrez_gene_id	organism	known_action	actions	pubmed_ids
DB00623	target	P21728	1812	Humans	yes	antagonist	11752352|11113312|10531405|11873706
DB00623	target	P28223	3356	Humans	unknown		17606915
DB00623	target	P10275	367	Humans	unknown		17606915
DB00624	enzyme	P08684	1576	Humans	unknown	substrate|inducer	12401364|28986474|20945304|25337833
DB00624	enzyme	P11712	1559	Humans	unknown	substrate	11996015
DB00624	carrier	P02768	213	Humans	no	binder	3521955|2732295
DB00624	enzyme	P20815	1577	Humans	unknown	substrate	31339834|25337833
DB00624	enzyme	P33261	1557	Humans	unknown	substrate	16501008|9328296
DB00624	transporter	Q14973	6554	Humans	unknown	inhibitor	9486191
DB00624	transporter	Q9UNQ0	9429	Humans	unknown	substrate	12668685
DB00624	transporter	Q9NPD5	28234	Humans	unknown	substrate	25147980|18537956
DB00624	enzyme	Q16678	1545	Humans	unknown	substrate	10426814|23861929|26928804
DB00624	transporter	Q8TCC7	9376	Humans	unknown	inducer	11779196
DB00624	enzyme	P21397	4128	Humans	unknown	inducer	17429405|590724
DB00624	enzyme	P05108	1583	Humans	unknown	inhibitor	21427060
DB00624	enzyme	P04798	1543	Humans	unknown	substrate	10975606|25243177
DB00624	enzyme	P10632	1558	Humans	unknown	substrate	26721703
DB00624	transporter	Q9Y694	10864	Humans	unknown	inhibitor	11779196
DB00624	enzyme	P20813	1555	Humans	unknown	substrate	9732386|10630892|9633999
DB00624	carrier	P04278	6462	Humans	no	binder	3521955|2732295
DB00624	enzyme	P11511	1588	Humans	unknown	substrate	18063054|11427738
DB00624	enzyme	Q16696	1553	Humans	unknown	substrate	15579482
DB00624	enzyme	P24462	100861540	Humans	unknown	substrate	9644715|25337833
DB00624	enzyme	P24462	1551	Humans	unknown	substrate	9644715|25337833
DB00624	target	P03372	2099	Humans	unknown	inhibitor	12676605|10973921
DB00624	target	P10275	367	Humans	yes	agonist	17084172|17086931|17128417|17202804|17322500|11752352
DB00624	target	P08235	4306	Humans	unknown	ligand	17105867
DB00624	enzyme	Q9HB55	64816	Humans	unknown	substrate	25337833
DB00625	enzyme	P08684	1576	Humans	unknown	substrate|inhibitor|inducer	19663676|19223624|15496645|10082072
DB00625	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor	31339646|23385314|20335270
DB00625	enzyme	P10635	1565	Humans	unknown	inhibitor	11225565|23385314
DB00625	enzyme	P11712	1559	Humans	unknown	inhibitor	23385314
DB00625	carrier	P02768	213	Humans	unknown		15814459|16336266
DB00625	enzyme	P20815	1577	Humans	unknown	inducer	
DB00625	enzyme	P33261	1557	Humans	unknown	inducer	22318618|23629159|23385314
DB00625	transporter	O95342	8647	Humans	no	substrate	24014644
DB00625	transporter	O15245	6580	Humans	unknown	inhibitor	25914645|27445813|30114293
DB00625	enzyme	P10632	1558	Humans	unknown	inhibitor	
DB00625	enzyme	P22309	54658	Humans	no	inducer	
DB00625	enzyme	P20813	1555	Humans	unknown	substrate|inducer	19515014|11159797|17101742|11996015|27422672
DB00625	enzyme	P24462	100861540	Humans	unknown	inducer	
DB00625	enzyme	P24462	1551	Humans	unknown	inducer	
DB00626	target	P14735	3416	Humans	yes	inhibitor	11752352|8484964
DB00626	target	P01023	2	Humans	unknown	inhibitor	42903|6162847|6165617|6184373|6187372
DB00627	enzyme	P08684	1576	Humans	unknown	inhibitor	15081432
DB00627	enzyme	P10635	1565	Humans	unknown	inhibitor	15081432
DB00627	carrier	P05543	6906	Humans	no	inhibitor	7776715|1405773
DB00627	enzyme	P05181	1571	Humans	unknown	inhibitor	15081432
DB00627	transporter	O15427	9123	Humans	unknown		16213084
DB00627	transporter	P53985	6566	Humans	unknown	substrate	10579682|21741392
DB00627	transporter	Q8N695	160728	Humans	unknown		15651982
DB00627	transporter	O76082	6584	Humans	unknown	inhibitor	10525100
DB00627	transporter	O94956	11309	Humans	unknown	inhibitor	12724351
DB00627	target	Q8TDS4	338442	Humans	yes	agonist	12522134|12646212|15580557|16018973|16099840
DB00627	target	P49019	8843	Humans	yes	agonist	12563315|15929991|16018973|16099840|16322797|12522134
DB00627	target	Q15274	23475	Humans	yes	binder	11758903|15753098|15837705
DB00627	target	P40261	4837	Humans	yes	binder	17139284|17016423|18996527
DB00628	enzyme	P08684	1576	Humans	unknown	substrate	10668858|11251565
DB00628	target	P30536	706	Humans	unknown	agonist	8787774
DB00629	enzyme	P05177	1544	Humans	unknown	substrate	19754423|9351903
DB00629	target	P08913	150	Humans	yes	agonist	8263811|7903385|8819507|15265636|9050980
DB00629	target	P18089	151	Humans	unknown	binder	1666366
DB00630	target	P14324	2224	Humans	yes	inhibitor	10620343|11752352|11160603|17535895
DB00630	target	P29074	5775	Humans	unknown	inhibitor	9310349
DB00630	target	Q13332	5802	Humans	unknown	inhibitor	9310349|8610169|11752352
DB00630	target	P23469	5791	Humans	unknown	inhibitor	8610169
DB00630	target	P38606	523	Humans	unknown	inhibitor	8889850
DB00631	transporter	Q9UNQ0	9429	Humans	unknown	substrate	18765824
DB00631	target	P23921	6240	Humans	yes	inhibitor	17139284|17016423|20631817|15230627|18780321|18728851|17852710|19519505|19576186
DB00631	target	P09884	5422	Humans	yes	inhibitor	17139284|17016423|20631817|15230627|18780321|18728851|17852710|19519505|19576186
DB00631	enzyme	P27707	1633	Humans	unknown	substrate	20631817|19576186|17852710
DB00632	target	P03200	3783713	HHV-4	yes	intercalation	17139284|17016423|20210688|15571473|9864049
DB00633	enzyme	P05177	1544	Humans	unknown	inhibitor	17973897|16510159
DB00633	enzyme	P10635	1565	Humans	unknown	inhibitor	9152607
DB00633	enzyme	P05181	1571	Humans	unknown	substrate	18638298|20020418
DB00633	enzyme	P04798	1543	Humans	unknown	inhibitor	15627480
DB00633	target	P08913	150	Humans	yes	agonist	11752127|11834617|14583739|15087625|15306201|17692748
DB00634	target	P0AC13	12932492	Escherichia coli (strain K12)	yes	inhibitor	19434845|13873645|14700578
DB00634	target	P0AC13	947691	Escherichia coli (strain K12)	yes	inhibitor	19434845|13873645|14700578
DB00634	target	P0C002	10752055	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	13876924	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	13900729	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	13903449	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	13905341	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	13905373	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	13905882	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	13906105	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	13906547	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	13906557	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	1446559	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	17035641	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	18983605	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	20466880	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	20468108	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	20491422	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	20492862	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	3244835	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	4246764	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	4924679	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	4924736	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	7872397	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	7872757	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P0C002	9846098	Escherichia coli	yes	inhibitor	14700578
DB00634	target	P53848	855465	Baker's yeast	yes	inhibitor	14700578
DB00635	enzyme	P08684	1576	Humans	unknown	substrate|inducer	15647408|1614409|19795924|12673034|24451000
DB00635	enzyme	P11712	1559	Humans	unknown	inducer	24451000
DB00635	transporter	P08183	5243	Humans	unknown	substrate|inducer	14985103|14661924|15472518|24451000
DB00635	carrier	P02768	213	Humans	unknown	substrate	3593903|15634032
DB00635	enzyme	P20815	1577	Humans	unknown	inducer	20482443
DB00635	enzyme	P33261	1557	Humans	unknown	inducer	21175440|24451000
DB00635	enzyme	Q16678	1545	Humans	unknown	inducer	24451000
DB00635	enzyme	P28845	3290	Humans	unknown	substrate	20634231
DB00635	enzyme	P10632	1558	Humans	unknown	inducer	24451000
DB00635	enzyme	P11509	1548	Humans	unknown	inducer	24451000
DB00635	transporter	P46721	6579	Humans	unknown	inhibitor	8786566
DB00635	enzyme	P20813	1555	Humans	unknown	inducer	24451000
DB00635	target	P04150	2908	Humans	yes	agonist	17121036|16597193|17504182|17062674|16707595|11752352|15634032
DB00635	carrier	P08185	866	Humans	unknown	binder	23300763
DB00636	enzyme	P08684	1576	Humans	unknown	substrate|inducer	7587930|9515185
DB00636	carrier	P05543	6906	Humans	no	inducer	
DB00636	enzyme	P05181	1571	Humans	unknown	inducer	9817083|9643352
DB00636	enzyme	Q02928	1579	Humans	unknown	substrate|inducer	26558470|15056802|19366684
DB00636	target	Q07869	5465	Humans	yes	agonist	10454501|10753628|10787442|10922459|10951268|20671072|20637823
DB00636	enzyme	P09210	2939	Humans	unknown	inhibitor	3707598|6477642
DB00636	enzyme	P04798	1543	Humans	unknown	inducer	9817083|15521013|8819304
DB00637	enzyme	P08684	1576	Humans	unknown	substrate|inhibitor	10597902|11259984|12662125|15133245|15684493
DB00637	enzyme	P10635	1565	Humans	unknown	substrate	11259984
DB00637	transporter	P08183	5243	Humans	unknown	inhibitor	12699389|10706423
DB00637	enzyme	P20815	1577	Humans	unknown	substrate	
DB00637	transporter	O95342	8647	Humans	no	substrate	24014644
DB00637	enzyme	P51589	1573	Humans	unknown	substrate	12386130|15861034|12851038
DB00637	target	Q12809	3757	Humans	unknown	inhibitor	10376921|10422790|10444235|11575008|15272206
DB00637	enzyme	P24462	100861540	Humans	unknown	substrate	
DB00637	enzyme	P24462	1551	Humans	unknown	substrate	
DB00637	target	P35367	3269	Humans	yes	antagonist	8001268|6146346|3147222|10597865|10597866|6204835|2892659|11752352
DB00637	target	P10636	4137	Humans	unknown		20110603
DB00637	target	O95259	3756	Humans	unknown		15365094
DB00640	enzyme	P55263	132	Humans	unknown	substrate	17056128
DB00640	target	P30542	134	Humans	yes	agonist	20370662|20370661|17321471|20136829|17438146|17442976
DB00640	enzyme	P00813	100	Humans	unknown	substrate	9523470
DB00640	target	P29274	135	Humans	yes	agonist	20370662|20370661|17321471|16339914|19749080|20136829|17438146|17442976
DB00640	target	P29275	136	Humans	yes	agonist	20370662|20370661|17321471|16339914|20136829|17438146|17442976
DB00640	transporter	Q9HAS3	64078	Humans	unknown		15738947
DB00641	enzyme	P08684	1576	Humans	unknown	substrate	17178259|11523064|19515014|12433827|23047648|17192506|18213452
DB00641	enzyme	P10635	1565	Humans	unknown	substrate	15285699
DB00641	enzyme	P11712	1559	Humans	unknown	inhibitor	11523064|8737761|18213452
DB00641	transporter	P08183	5243	Humans	unknown	inhibitor	11474784|11716514|15497697|19739078|27757045
DB00641	transporter	Q92887	1244	Humans	unknown	substrate	22186618|27757045
DB00641	enzyme	P20815	1577	Humans	unknown	substrate	17192506|18213452
DB00641	enzyme	P33261	1557	Humans	unknown	substrate	27757045
DB00641	transporter	O95342	8647	Humans	no	substrate	24014644
DB00641	transporter	Q9Y6L6	10599	Humans	unknown	substrate|inhibitor	10601278|15970799|27757045|23047648|17108811
DB00641	transporter	Q9NPD5	28234	Humans	unknown		27757045
DB00641	target	P20701	3683	Humans	unknown	inhibitory allosteric modulator	15041742|11385505|15822172|16828882
DB00641	target	P04035	3156	Humans	yes	inhibitor	12518039|11752352|12433810|12852453|12677170|12671581|16128575
DB00641	enzyme	P10632	1558	Humans	unknown	substrate|inhibitor	17178259|15998357|19761371|15601807
DB00641	enzyme	P22309	54658	Humans	unknown	substrate	27757045
DB00641	target	Q92769	3066	Humans	unknown	inhibitor	18381445
DB00641	transporter	O94956	11309	Humans	unknown		27757045
DB00641	transporter	P46721	6579	Humans	unknown	inhibitor	10601278
DB00641	enzyme	P20813	1555	Humans	unknown	inhibitor|inducer	19515014|17101742|12433810
DB00641	enzyme	P35503	54659	Humans	unknown	substrate	27757045
DB00641	enzyme	P16662	7364	Humans	unknown	substrate	27757045
DB00642	target	P31939	471	Humans	yes	inhibitor	12571811|11524555|19549896
DB00642	transporter	Q8TCC7	9376	Humans	unknown	substrate	
DB00642	target	P00374	1719	Humans	yes	inhibitor	11524555|11763166|11841783|11848474|12023793|11752352|11252887|11531245|11742712|14596699|15795320|12571811
DB00642	enzyme	Q99808	2030	Humans	unknown	inducer	21336182
DB00642	enzyme	P27707	1633	Humans	unknown	inducer	21336182
DB00642	target	P04818	7298	Humans	yes	inhibitor	11252887|11524555|11531245|11742712|11763166|11752352|11848474|12023793|14596699|15795320|12571811
DB00642	target	P22102	2618	Humans	yes	inhibitor	11848474|11524555|14596699|15795320|12571811|11252887|11531245|11742712|12023793|10592235
DB00643	enzyme	P04798	1543	Humans	unknown	inducer	12841937
DB00643	target	Q71U36	7846	Humans	yes	inhibitor	8139621|15500920|11444621|12099434|17662615|10592235
DB00643	target	P68371	10383	Humans	yes	inhibitor	8139621|15500920|11444621|12099434|17662615|10592235
DB00644	target	P30968	2798	Humans	yes	agonist	15967801|16962597|16973761|17002488|17068198|11752352
DB00645	target	Q9Y5Y9	6336	Humans	yes	inhibitor	17139284|17016423|10355012|9476974
DB00646	transporter	Q9Y6L6	10599	Humans	unknown	inhibitor	22541068
DB00646	transporter	Q9NPD5	28234	Humans	unknown	inhibitor	22541068
DB00647	enzyme	P08684	1576	Humans	unknown	substrate|inhibitor	15764408|8877250
DB00647	enzyme	P10635	1565	Humans	unknown	substrate|inhibitor	9143866|7826826
DB00647	target	P35372	4988	Humans	yes	agonist	11752352|10690289|6249436|9399970|7562497|19604717|10379623
DB00647	target	P41145	4986	Humans	yes	antagonist	11752352|6151117
DB00647	target	P41143	4985	Humans	yes	agonist	6151117
DB00647	target	P23141	1066	Humans	unknown		10381793
DB00648	enzyme	P08684	1576	Humans	unknown	inducer	
DB00648	carrier	P05543	6906	Humans	no	inducer	
DB00648	transporter	P08183	5243	Humans	unknown	inhibitor	25096913
DB00648	carrier	P04278	6462	Humans	unknown		16551731|1903011
DB00648	carrier	P08185	866	Humans	unknown		16551731|5520073
DB00648	target	P15538	1584	Humans	yes	inducer	11889204
DB00648	target	P03372	2099	Humans	unknown		14579009
DB00648	target	P10275	367	Humans	unknown	antagonist	9705896
DB00648	target	P06401	5241	Humans	unknown		14579009
DB00648	target	P10109	2230	Humans	unknown	unknown	3770229|11159707|9118466
DB00649	carrier	P02768	213	Humans	unknown		15814459|16336266
DB00649	transporter	Q4U2R8	9356	Humans	unknown	substrate	10945832
DB00649	transporter	O00337	9154	Humans	unknown		15651758
DB00650	transporter	Q8TCC7	9376	Humans	unknown	substrate|inhibitor	19953504
DB00651	target	Q07343	5142	Humans	yes	inhibitor	17139284|17016423|225216|7925603
DB00651	target	Q08499	5144	Humans	yes	inhibitor	17139284|17016423|7925603
DB00651	target	P30542	134	Humans	yes	antagonist	2997628
DB00651	target	P29274	135	Humans	yes	antagonist	2997628
DB00651	target	P27815	5141	Humans	yes	inhibitor	17139284|17016423|11752352|225216|7925603
DB00651	target	Q08493	5143	Humans	yes	inhibitor	17139284|17016423|225216|7925603
DB00651	target	Q13946	5150	Humans	yes	inhibitor	17139284|17016423
DB00651	target	Q9NP56	27115	Humans	yes	inhibitor	17139284|17016423
DB00652	transporter	P08183	5243	Humans	unknown	substrate	15187451|15848954
DB00652	target	P35372	4988	Humans	yes	antagonist	3419842|6094791|8042002|8968334|2286420
DB00652	target	P41145	4986	Humans	yes	agonist	8788445
DB00652	target	Q99720	10280	Humans	yes	agonist	8788445|20021350|17898305|18069094|17622576
DB00653	target	P54289	781	Humans	unknown		17139284|17016423
DB00653	target	Q13936	775	Humans	unknown		17139284|17016423
DB00653	target	Q08289	783	Humans	unknown		17139284|17016423
DB00653	target	Q13698	779	Humans	unknown		17139284|17016423
DB00653	target	Q02641	782	Humans	unknown		17139284|17016423
DB00653	target	Q06432	786	Humans	unknown		17139284|17016423
DB00654	transporter	Q4U2R8	9356	Humans	unknown	substrate|inhibitor	11907186|16338963
DB00654	transporter	Q92959	6578	Humans	unknown	substrate	20019365|19843975|22013971
DB00654	transporter	Q8TCC7	9376	Humans	unknown	inhibitor	16338963|11907186
DB00654	target	P43088	5737	Humans	yes	agonist	14646172|25328381|8922563
DB00655	enzyme	P08684	1576	Humans	no	substrate	12865317|25678418
DB00655	enzyme	P05177	1544	Humans	unknown	substrate	11259318|10930541|9625734
DB00655	enzyme	P11712	1559	Humans	unknown	substrate	11996015|14703066|30098040
DB00655	transporter	P08183	5243	Humans	unknown	substrate|inducer	19493273|15290871
DB00655	enzyme	P05181	1571	Humans	unknown	substrate	10640505
DB00655	carrier	P02768	213	Humans	no		11259571
DB00655	enzyme	P20815	1577	Humans	unknown	substrate	9635876|12865317|16537715
DB00655	transporter	Q9UNQ0	9429	Humans	unknown	inhibitor	15205350|12533678|12682043|12920197|14566825|11927002
DB00655	transporter	Q9Y6L6	10599	Humans	unknown	inhibitor	11683238
DB00655	enzyme	Q16678	1545	Humans	unknown	substrate	23291110|12902195
DB00655	transporter	Q8TCC7	9376	Humans	unknown	substrate	
DB00655	enzyme	P04798	1543	Humans	unknown	substrate	10640505|12902195
DB00655	transporter	O94956	11309	Humans	unknown	inhibitor	11683238
DB00655	transporter	P46721	6579	Humans	unknown	inhibitor	8779894
DB00655	enzyme	P20813	1555	Humans	unknown	substrate	11996015|23467454|19702527
DB00655	target	P04278	6462	Humans	unknown		25349334
DB00655	target	P11511	1588	Humans	unknown		16039845
DB00655	target	P03372	2099	Humans	yes	agonist	12547192|2011412|11752352
DB00655	target	Q92731	2100	Humans	unknown		11518614|19913605
DB00655	target	P10275	367	Humans	unknown		12676605
DB00656	enzyme	P08684	1576	Humans	unknown	substrate	9616194|15978881
DB00656	enzyme	P10635	1565	Humans	unknown	substrate|inhibitor	18238857|27643409|20373668|22294487|26518198
DB00656	transporter	P08183	5243	Humans	unknown	inducer	11452702|27317413
DB00656	enzyme	P20815	1577	Humans	unknown	substrate	
DB00656	target	P31645	6532	Humans	yes	inhibitor	9537821|20095366
